file,target,identifier
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaab/issues/1921/11_01/bmtnaab_1921-11_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaab&issueURN=urn:PUL:bluemountain:bmtnaab_1921-11_01,ark:/88435/df65vb48v
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaab/issues/1921_01/bmtnaab_1921_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaab&issueURN=urn:PUL:bluemountain:bmtnaab_1921_01,ark:/88435/8p58pg58r
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaab/issues/1922/03_01/bmtnaab_1922-03_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaab&issueURN=urn:PUL:bluemountain:bmtnaab_1922-03_01,ark:/88435/5138jh51p
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/bmtnaac.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=&issueURN=urn:PUL:bluemountain:bmtnaac,ark:/88435/1831cn60z
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1919/07_01/bmtnaac_1919-07_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1919-07_01,ark:/88435/wh246v78j
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1919/08_01/bmtnaac_1919-08_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1919-08_01,ark:/88435/rr172085c
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1919/09_01/bmtnaac_1919-09_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1919-09_01,ark:/88435/n009w4936
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1919/10_01/bmtnaac_1919-10_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1919-10_01,ark:/88435/h702q901x
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1919/12_01/bmtnaac_1919-12_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1919-12_01,ark:/88435/cf95jf11n
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1920/01_01/bmtnaac_1920-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1920-01_01,ark:/88435/7s75dg018
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1920/02_01/bmtnaac_1920-02_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1920-02_01,ark:/88435/41687m10x
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1920/03_01/bmtnaac_1920-03_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1920-03_01,ark:/88435/08612r17m
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1920/04_01/bmtnaac_1920-04_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1920-04_01,ark:/88435/vh53wz37f
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1920/05_01/bmtnaac_1920-05_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1920-05_01,ark:/88435/qr46r345r
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1920/06_01/bmtnaac_1920-06_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1920-06_01,ark:/88435/m039k755w
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1920/11_01/bmtnaac_1920-11_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1920-11_01,ark:/88435/g732dc645
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1920/12_01/bmtnaac_1920-12_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1920-12_01,ark:/88435/bk128d539
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1921/01_01/bmtnaac_1921-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1921-01_01,ark:/88435/6t053j62q
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1921/02_01/bmtnaac_1921-02_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1921-02_01,ark:/88435/3197xp68s
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1921/04_01/bmtnaac_1921-04_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1921-04_01,ark:/88435/z890rw88t
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1921/05_01/bmtnaac_1921-05_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1921-05_01,ark:/88435/th83m1964
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1921/06_01/bmtnaac_1921-06_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1921-06_01,ark:/88435/pr76f605g
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1921/07_01/bmtnaac_1921-07_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1921-07_01,ark:/88435/k0698b15m
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1921/09_01/bmtnaac_1921-09_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1921-09_01,ark:/88435/fb494c06q
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1921/10_01/bmtnaac_1921-10_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1921-10_01,ark:/88435/9k41zh15n
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1921/11_01/bmtnaac_1921-11_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1921-11_01,ark:/88435/5t34sn223
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1922/01_01/bmtnaac_1922-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1922-01_01,ark:/88435/2227ms308
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1922/02_01/bmtnaac_1922-02_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1922-02_01,ark:/88435/x920g050p
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1922/03_01/bmtnaac_1922-03_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1922-03_01,ark:/88435/sj139460k
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1922/04_01/bmtnaac_1922-04_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1922-04_01,ark:/88435/nv935549x
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1922/05_01/bmtnaac_1922-05_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1922-05_01,ark:/88435/j38609592
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1922/06_01/bmtnaac_1922-06_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1922-06_01,ark:/88435/db78tf684
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1922/07_01/bmtnaac_1922-07_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1922-07_01,ark:/88435/8k71nk74z
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1922/08_01/bmtnaac_1922-08_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1922-08_01,ark:/88435/4t64gq82w
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1923/01_01/bmtnaac_1923-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1923-01_01,ark:/88435/12579v902
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1923/02_01/bmtnaac_1923-02_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1923-02_01,ark:/88435/w9505312c
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1923/03_01/bmtnaac_1923-03_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1923-03_01,ark:/88435/rn301401h
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1923/04_01/bmtnaac_1923-04_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1923-04_01,ark:/88435/mw22v8112
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1923/05_01/bmtnaac_1923-05_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1923-05_01,ark:/88435/h415pd20q
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1923/06_01/bmtnaac_1923-06_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1923-06_01,ark:/88435/cc08hj262
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1923/07_01/bmtnaac_1923-07_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1923-07_01,ark:/88435/7m01bp33c
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1923/09_01/bmtnaac_1923-09_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1923-09_01,ark:/88435/3t945t414
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1923/11_01/bmtnaac_1923-11_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1923-11_01,ark:/88435/02870z518
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1923/12_01/bmtnaac_1923-12_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1923-12_01,ark:/88435/vd66w2554
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1924/01_01/bmtnaac_1924-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1924-01_01,ark:/88435/qn59q6651
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1924/03_01/bmtnaac_1924-03_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1924-03_01,ark:/88435/kw52jb72b
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1924/04_01/bmtnaac_1924-04_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1924-04_01,ark:/88435/g445cg79d
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1924/05_01/bmtnaac_1924-05_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1924-05_01,ark:/88435/bc386m86v
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1924/06_01/bmtnaac_1924-06_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1924-06_01,ark:/88435/6m311r94n
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1924/08_01/bmtnaac_1924-08_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1924-08_01,ark:/88435/2v23vx044
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1924/09_01/bmtnaac_1924-09_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1924-09_01,ark:/88435/z603r1073
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1924/12_01/bmtnaac_1924-12_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1924-12_01,ark:/88435/td96k517t
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1925/01_01/bmtnaac_1925-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1925-01_01,ark:/88435/pn89d925r
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1925/03_01/bmtnaac_1925-03_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1925-03_01,ark:/88435/jw827f31k
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1925/04_01/bmtnaac_1925-04_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1925-04_01,ark:/88435/f4752k38n
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1925/06_01/bmtnaac_1925-06_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1925-06_01,ark:/88435/9c67wq467
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1925/08_01/bmtnaac_1925-08_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1925-08_01,ark:/88435/5m60qv55h
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1925/09_01/bmtnaac_1925-09_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1925-09_01,ark:/88435/1z40kw473
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1925/11_01/bmtnaac_1925-11_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1925-11_01,ark:/88435/x633f368c
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1926/01_01/bmtnaac_1926-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1926-01_01,ark:/88435/sf268774b
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1926/02_01/bmtnaac_1926-02_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1926-02_01,ark:/88435/np193c81s
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1926/04_01/bmtnaac_1926-04_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1926-04_01,ark:/88435/hx11xh884
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1926/07_01/bmtnaac_1926-07_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1926-07_01,ark:/88435/d504rn969
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1926/08_01/bmtnaac_1926-08_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1926-08_01,ark:/88435/8c97kt06z
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1926/09_01/bmtnaac_1926-09_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1926-09_01,ark:/88435/4q77ft993
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1926/11_01/bmtnaac_1926-11_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1926-11_01,ark:/88435/0z7090095
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1927/01_01/bmtnaac_1927-01_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1927-01_01,ark:/88435/w6634627m
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1927/02_01/bmtnaac_1927-02_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1927-02_01,ark:/88435/rf55zb34q
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1927/03_01/bmtnaac_1927-03_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1927-03_01,ark:/88435/mp48sg415
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1927/04_01/bmtnaac_1927-04_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1927-04_01,ark:/88435/gx41mm49b
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1927/06_01/bmtnaac_1927-06_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1927-06_01,ark:/88435/c534fr580
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1927/08_01/bmtnaac_1927-08_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1927-08_01,ark:/88435/7h149s51p
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1927/10_01/bmtnaac_1927-10_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1927-10_01,ark:/88435/3r074x603
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1927/12_01/bmtnaac_1927-12_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1927-12_01,ark:/88435/00000266x
/Users/cwulfman/repos/github/cwulfman/BlueMountain/metadata/periodicals/bmtnaac/issues/1928/07_01/bmtnaac_1928-07_01.mets.xml,http://bluemountain.princeton.edu/issue.html?titleURN=urn:PUL:bluemountain:bmtnaac&issueURN=urn:PUL:bluemountain:bmtnaac_1928-07_01,ark:/88435/v692t8853
